[run number],birds-dispersal-distance,habitat-patch-size,birth-rate-birds,world-width,world-height,initial-population,max-birds-species,death-rate-birds,migration-rate-birds,Video,prob-frag,Deforestation-at-time,end-time,Migration0-at-deforestation,deforestation-type,birds-behavior,replacement-rate,random-seed,[step],birds-at-deforestation,calc-number-of-species,calc-shannon-diversity,count birds,mean-free-path,siminputrow
1,1.1,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,1626,18,2.1802876617484945,4143,[10.593 10.543],36
1,1.2,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,2415,16,2.127551114032629,6107,[10.849 10.452],37
1,1.5,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,6462,17,2.1603981916940604,6973,[10.62 10.512],38
1,2,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,7233,16,1.870408048919101,6942,[10.79 10.339],39
1,3,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-430499873,1500,7458,10,1.9837373964251577,7037,[10.712 10.373],40
1,1.1,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,519,3,1.0888999753452238,10,[1.243 1.258],1
1,1.2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,658,2,0.6931471805599453,4,[1.248 1.272],2
1,1.5,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,3129,0,0,0,[1.238 1.264],3
1,2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5701,2,0.6730116670092565,5,[1.224 1.266],4
1,3,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5975,3,1.0606018056124555,15,[1.247 1.275],5
1,1.1,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,356,7,1.4404974083499331,62,[2.128 2.127],6
1,1.2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,565,10,2.0770209364887773,106,[2.147 2.125],7
1,1.5,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2969,9,2.09669752116963,140,[2.138 2.108],8
1,2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5397,17,2.1495557037146846,1477,[2.152 2.106],9
1,3,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5628,18,2.45417915255013,2178,[2.15 2.116],10
1,1.1,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,394,16,2.2931042716383225,588,[5.419 5.464],11
1,1.2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,580,19,2.4399299288566847,1671,[5.368 5.469],12
1,1.5,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2927,22,2.439326897206917,4049,[5.458 5.434],13
1,2,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5306,16,2.2446644833964937,4590,[5.433 5.5],14
1,3,29,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5582,11,2.0303609672392606,4877,[5.496 5.485],15
1,1.1,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,469,9,1.470307271037727,1442,[10.691 10.216],16
1,1.2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,567,12,1.5815122518479874,2285,[10.911 10.251],17
1,1.5,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2807,14,2.1765773894454425,4814,[10.787 10.332],18
1,2,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5568,12,1.9357436588958656,5523,[10.465 10.416],19
1,3,61,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5914,14,2.2503231200536704,5359,[10.562 10.447],20
1,1.1,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2405,5,1.4785224594909203,30,[1.245 1.265],21
1,1.2,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2841,4,1.0888999753452235,10,[1.228 1.258],22
1,1.5,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,6131,1,0,2,[1.235 1.264],23
1,2,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,7341,0,0,0,[1.238 1.263],24
1,3,3,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,7461,4,1.224068338005115,20,[1.247 1.268],25
1,1.1,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2216,20,2.842202688224262,612,[2.107 2.161],26
1,1.2,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2582,29,3.0100053484061946,1376,[2.144 2.132],27
1,1.5,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5755,19,2.4968805825070293,4562,[2.121 2.144],28
1,2,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,6908,18,2.246556762498461,4863,[2.168 2.108],29
1,3,9,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,7139,13,2.086888978169662,4747,[2.116 2.114],30
1,1.1,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2236,25,2.614637630749265,3913,[5.437 5.476],31
1,1.2,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2751,20,2.475903364903998,4000,[5.414 5.405],32
1,1.5,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,5636,21,2.552892776575667,6354,[5.368 5.545],33
1,2,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,6814,17,2.2002971913888727,6622,[5.343 5.49],34
1,3,29,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,6967,16,1.9960318627246965,6367,[5.499 5.55],35
1,1.1,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,1942,20,2.3229232112836113,4217,[10.782 10.309],36
1,1.2,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,2154,18,2.2684766885915275,6060,[10.875 10.376],37
1,1.5,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,6187,16,1.961064879454148,6851,[10.558 10.612],38
1,2,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,7376,13,2.0850535586005403,7024,[10.494 10.662],39
1,3,61,2,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-43040554,1500,7483,11,1.7371051222084146,6915,[10.482 10.325],40
1,1.1,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,576,3,1.0549201679861442,5,[1.241 1.284],1
1,1.2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,971,0,0,0,[1.239 1.268],2
1,1.5,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,3429,0,0,0,[1.248 1.263],3
1,2,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5583,2,0.6931471805599453,2,[1.245 1.262],4
1,3,3,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5920,1,0,4,[1.229 1.271],5
1,1.1,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,541,9,1.855090224537121,111,[2.139 2.123],6
1,1.2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,969,5,1.2678654362412691,28,[2.182 2.115],7
1,1.5,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,3202,8,1.5900386457898863,155,[2.163 2.108],8
1,2,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5222,16,1.757874208413194,1541,[2.157 2.106],9
1,3,9,1.7,199,199,0,100,1,1e-4,FALSE,0.6,200,1500,FALSE,regular,NoSelection,0,-330704651,1500,5461,13,2.3015389041765855,2061,[2.119 2.094],10
