"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"NoHiBi_pf00_hpf3_dd1-3_lambda1.7-4"
"05/15/2021 22:00:20:247 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"142","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.11791392158027683","4755"
"143","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","17","0.15112932871785253","4828"
"141","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","8","0.07469823795783774","4778"
"105","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.0472772336102896","8686"
"144","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.10273629821414043","4876"
"145","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","11","0.13095316510587557","4873"
"73","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","1.783367246111541","8930"
"74","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","1.7428246118168729","8966"
"117","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.130183940588885","8915"
"75","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","2.0636255566977812","8961"
"71","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","1.9563814269904185","9076"
"116","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.2702711546156444","8827"
"72","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","2.238909889805722","9045"
"118","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.166930612810213","8976"
"119","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","2.1377250095029035","8941"
"120","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.3148929259131865","8883"
"151","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","41","2.9026100941482396","6450"
"152","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","41","2.8347237139832755","6447"
"155","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.645015651573673","6436"
"154","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.7034800457499872","6410"
"153","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.5747949351801447","6475"
"157","0.6","3","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.2196003107041091","6426"
"156","0.6","3","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.18858537438526443","6500"
"158","0.6","3","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","18","0.1795871597696094","6455"
"159","0.6","3","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","14","0.667942600619255","6464"
"160","0.6","3","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.40766741735730466","6367"
"131","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","2.1653035060503503","9111"
"166","0.6","3","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.723931826060089","6494"
"167","0.6","3","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.52021697535066","6484"
"168","0.6","3","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.537505018641815","6566"
"169","0.6","3","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.7053023640728653","6475"
"170","0.6","3","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","41","2.607385097658058","6438"
"171","0.6","3","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","7","0.05696276951059282","6594"
"172","0.6","3","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","11","0.9343611071083578","6449"
"132","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","12","1.7355217003108983","9061"
"135","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","12","2.050749401564438","9083"
"173","0.6","3","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","9","0.7442964059629982","6408"
"134","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","1.877769757873904","9129"
"133","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","2.187227018067129","9086"
"174","0.6","3","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.10335960802622336","6565"
"175","0.6","3","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.6131048298107873","6515"
"161","0.6","3","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.055162046065106","9163"
"163","0.6","3","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.1936965553811905","9224"
"162","0.6","3","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.1435310732846307","9211"
"182","0.6","3","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.9136133144024647","6580"
"183","0.6","3","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.4879764132192466","6563"
"181","0.6","3","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.5751091016384535","6560"
"184","0.6","3","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","31","2.8120429041536523","6579"
"185","0.6","3","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.528673970214817","6624"
"164","0.6","3","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","2.1374531005649366","9238"
"165","0.6","3","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.5225413051848515","9213"
"186","0.6","3","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","9","0.0539308045820191","6575"
"176","0.6","3","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","1.9203510070013345","9242"
"187","0.6","3","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.46241762966740596","6544"
"188","0.6","3","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","8","0.1184707946103911","6633"
"189","0.6","3","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","5","0.022180626848004092","6627"
"190","0.6","3","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.06495605925219311","6507"
"178","0.6","3","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.326632522410492","9233"
"177","0.6","3","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.361926504845087","9276"
"197","0.6","3","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.371984627120271","6666"
"196","0.6","3","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.3942543465828017","6653"
"179","0.6","3","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.232701430669175","9278"
