"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"Hierarchical_pf06_hpf3-59_dd1-3_lambda2"
"05/19/2021 12:52:32:654 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","Migration0-at-deforestation","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"85","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","300","1600","0.3","true","1600","1738","0","0","0"
"68","0.6","2","2","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1735","3","0.474493004323602","1286"
"67","0.6","2","2","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1716","1","0","1292"
"69","0.6","2","2","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1692","3","0.8523105604165258","1187"
"70","0.6","2","2","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1678","3","0.7962875406719974","1334"
"71","0.6","2","2","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1756","1","0","1637"
"72","0.6","2","2","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1708","1","0","1645"
"73","0.6","2","2","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1794","2","0.12372972628693799","1674"
"75","0.6","2","2","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1784","1","0","1746"
"74","0.6","2","2","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1673","1","0","1659"
"89","0.6","2","3","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1662","1","0","1088"
"86","0.6","2","3","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1657","2","0.32579925846400287","1226"
"77","0.6","2","2","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1895","1","0","1787"
"78","0.6","2","2","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1801","1","0","1728"
"76","0.6","2","2","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1794","1","0","1906"
"87","0.6","2","3","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1718","1","0","1190"
"79","0.6","2","2","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1849","1","0","1801"
"90","0.6","2","3","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1749","1","0","1152"
"80","0.6","2","2","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1818","1","0","1754"
"88","0.6","2","3","false","0.001","Hierarchical","9","1","100","0","300","1600","0.3","true","1600","1731","1","0","1103"
"92","0.6","2","3","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1773","1","0","1593"
"91","0.6","2","3","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1740","1","0","1601"
"96","0.6","2","3","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1952","1","0","1754"
"94","0.6","2","3","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1723","1","0","1659"
"95","0.6","2","3","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1740","1","0","1658"
"93","0.6","2","3","false","0.001","Hierarchical","29","1","100","0","300","1600","0.3","true","1600","1707","1","0","1655"
"97","0.6","2","3","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1841","1","0","1774"
"100","0.6","2","3","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1853","1","0","1754"
"99","0.6","2","3","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1831","1","0","1765"
"98","0.6","2","3","false","0.001","Hierarchical","61","1","100","0","300","1600","0.3","true","1600","1814","1","0","1771"
