"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"NoHiBi_pf00_hpf3_dd1-3_lambda1.1-4"
"06/29/2021 18:41:12:282 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","199","0","199"
"[run number]","world-width","world-height","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"291","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","12","1.823356683237065","8555"
"359","99","99","0.6","1.7","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.1097840196119773","7985"
"292","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","1.7161282945385228","8600"
"293","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","1.9161311380841162","8545"
"296","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","2.4368207946483107","8469"
"295","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.0414461934415464","8483"
"294","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","2.2273391126588504","8582"
"298","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.7048150947268883","8478"
"300","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","1.4259672053744101","8454"
"299","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","1.8716130219361469","8353"
"297","99","99","0.6","1.5","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.3323134398005747","8460"
"421","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.7086067325105168","3743"
"422","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.6457584720000176","3804"
"423","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.2932763847672684","3854"
"424","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.402795667040902","3752"
"425","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","29","2.456569289022782","3792"
"426","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.508790299883091","3734"
"427","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.77424572289272","3789"
"428","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.660758439750624","3539"
"430","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.7404007681185916","3796"
"429","99","99","0.6","1.7","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.4256402312529546","3802"
"431","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","18","0.2987468169741182","3695"
"432","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.17130871206791076","3775"
"433","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","17","0.3310985141060575","3822"
"434","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","17","0.4054957593623964","3737"
"436","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.14953948573096998","3768"
"435","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.3121065970507112","3776"
"437","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","18","0.29938544604103234","3676"
"438","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","21","0.47819270580796475","3859"
"439","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","14","0.14304095475590162","3720"
"440","99","99","0.6","1.7","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.16202587114342393","3773"
"452","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","54","3.1224611883260884","3775"
"451","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","2.968209027370001","3790"
"453","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","48","3.1288431428475625","3910"
"381","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","2.254985756118426","8271"
"454","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.923289442033148","3869"
"457","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.6326963365749156","3810"
"455","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","45","2.8155197249288335","3788"
"456","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.8825286911633925","3599"
"458","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","3.0418224058742873","3878"
"382","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.131583024222473","8317"
"459","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.8851580885503076","3653"
"383","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.1841047393730575","8364"
"385","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.249185379194077","8357"
"384","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.216539367366903","8331"
"460","99","99","0.6","2","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","37","2.815700593572692","3820"
"388","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","1.8677427586915305","8273"
"386","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.4582461218829303","8362"
"387","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.0228818231110757","8283"
"389","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.366944149760405","8234"
"461","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","35","2.3496873780605854","3771"
"390","99","99","0.6","1.7","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.37024993484666","8278"
"462","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","1.8581711492232462","3733"
"463","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","1.9046332640705672","3909"
"464","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","33","1.5243038668606648","3989"
"465","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","35","2.5109711377678128","3690"
"467","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","37","2.2266051220530656","3655"
"466","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","29","1.5524283854269125","3916"
"468","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","22","1.354599408303598","3840"
"470","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","38","2.3373238594755783","3711"
"469","99","99","0.6","2","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","35","1.8663129524362867","3659"
"482","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","2.8942393968922806","4000"
"481","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","41","2.8195464478903527","4052"
"483","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.4709548410817623","4013"
"484","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.5945978520936777","3904"
"485","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.8072386907065585","4177"
"486","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","45","2.8708892096443566","4116"
"487","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","47","2.996702545919762","4108"
"488","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","43","3.007699556877859","4113"
"489","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.8777780622975837","4093"
"490","99","99","0.6","2","1.2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","47","2.5082413308406126","3988"
"491","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","27","1.32182263864094","4106"
"492","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","24","1.5836074324716722","4005"
"494","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","1.2454707531838365","4122"
"495","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","31","1.805006661294172","4105"
"496","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","0.6999064470107129","4185"
"493","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","26","0.5344892169123274","3933"
"497","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","25","1.378382362546921","4098"
"498","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","20","1.0227532355507523","3992"
"411","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","1.1776883402808445","8589"
"412","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","1.541261672098158","8568"
"500","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","30","1.3271873118302557","4079"
"499","99","99","0.6","2","1.2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","33","1.7625576357482822","4160"
"413","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.820877247905005","8595"
"416","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.236682983029018","8618"
"414","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","2.273793934069363","8571"
"415","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","2.18131309787369","8596"
"417","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.0335595721509168","8566"
"418","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.8200871283237843","8662"
"419","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","1.9136457490601175","8577"
"420","99","99","0.6","1.7","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","2.111762194125293","8556"
"511","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.5979502847233396","4479"
"512","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.296365828212614","4384"
"513","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","31","2.186873628315536","4525"
"514","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","41","2.6279101608594346","4474"
"515","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.8529657905388746","4299"
"516","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.896830792987947","4336"
"517","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","2.736485614585054","4532"
"518","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","44","3.0372978611771986","4620"
"519","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.6808005334804905","4494"
"520","99","99","0.6","2","1.5","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.6678320253475123","4425"
"521","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","15","0.2926121694172072","4496"
"522","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.23772539515473312","4500"
"523","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.1507722241584491","4526"
"524","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","8","0.09970886520181468","4387"
"526","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","9","0.07074584017638778","4546"
"525","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.19460344455805428","4509"
"527","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.1233009239095901","4312"
"529","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","19","0.7991409140171268","4603"
"528","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","20","0.24395490274454126","4522"
"530","99","99","0.6","2","1.5","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","17","0.12412172739501125","4533"
"472","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.2275820396141177","8484"
"473","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.646222018968194","8351"
"471","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.3421645934188002","8474"
"475","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.1017686853563977","8385"
"474","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.2272874893132455","8422"
"479","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.499482252667323","8442"
"478","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.481550070277872","8390"
"476","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.0630897475132275","8425"
"477","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.5061649039793155","8468"
"480","99","99","0.6","2","1.1","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.26144463608192","8435"
"441","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","2.227547652304022","8877"
"443","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","1.724933505285631","8834"
"442","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","2.090081350203505","8884"
"445","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","1.909524498963977","8813"
"446","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.3188534035474366","8846"
"447","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","2.308931188360152","8870"
"444","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","8","1.5043210492884724","8871"
"448","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.88642400360748","8837"
"502","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.2971613777372037","8526"
"501","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.1678825098669985","8429"
"504","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.39457114094647","8455"
"542","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.76716636491422","4636"
"503","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.428689653821741","8503"
"541","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","2.7944841276809536","4815"
"505","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","22","2.3198831701994944","8395"
"507","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","25","2.2087684165616372","8391"
"506","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","19","2.2767283032030976","8440"
"508","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","23","2.499141762143129","8472"
"509","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.140572040880821","8455"
"545","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","42","2.6944006734762285","4626"
"544","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.589546908123621","4716"
"543","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","39","2.6371972665485752","4699"
"546","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.5001699223185696","4705"
"510","99","99","0.6","2","1.2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.4792270611306817","8470"
"547","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.477531208852052","4736"
"548","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.2069273435408436","4517"
"449","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","16","2.346468496289291","8840"
"450","99","99","0.6","1.7","3","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.765673152768999","8852"
"550","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.7227062984568526","4619"
"551","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.053777338641547025","4664"
"549","99","99","0.6","2","2","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","37","2.632526040735148","4708"
"553","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.0632214571208607","4763"
"552","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.08837200089858553","4692"
"554","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","15","0.14013090053233276","4575"
"555","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","9","0.07647078522370195","4594"
"556","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","17","0.15160960514237978","4486"
"558","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.059099920020132056","4637"
"557","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","18","0.12827916586611335","4621"
"559","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.18700062494952516","4787"
"560","99","99","0.6","2","2","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.09148870541935132","4690"
"531","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","11","1.7945039712165067","8751"
"532","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","21","2.5532728655702734","8735"
"571","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.5448966325789337","4683"
"572","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","27","2.214111935319928","4742"
"577","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","31","2.833944626189099","4665"
"573","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","24","2.4303476518801856","4723"
"578","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.7268379505811935","4694"
"574","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","30","2.389644517641951","4672"
"580","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","35","2.759641377651546","4695"
"576","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","33","2.646154328292678","4689"
"575","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","28","2.3875863007317752","4811"
"579","99","99","0.6","2","3","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","34","2.3525633681648137","4899"
"581","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.1270158642874375","4790"
"582","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","12","0.09587126074284999","4665"
"583","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","16","0.33751551745779723","4720"
"533","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.262037398842358","8724"
"584","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.09786338037314044","4683"
"585","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","10","0.10857238335310035","4742"
"586","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","9","0.053524217972283086","4877"
"534","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.204130289596407","8710"
"535","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","2.00154637097009","8741"
"590","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","11","0.11790596026990796","4696"
"587","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","7","0.06160053832038515","4716"
"536","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","20","2.1815129170085346","8725"
"588","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","11","0.09856997325025663","4739"
"589","99","99","0.6","2","3","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","8","0.0754044795274732","4631"
"537","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","1.9458462316290077","8737"
"538","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.2048092163318542","8730"
"539","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.3721883454800943","8656"
"540","99","99","0.6","2","1.5","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","17","2.249676057546291","8678"
"561","99","99","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","18","2.299139288979511","8941"
"562","99","99","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","13","1.9715077918703732","8951"
"563","99","99","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","1.8916327612444752","8955"
"564","99","99","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","1.9315866740183982","8958"
"601","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.7747605590916637","6404"
"565","99","99","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","14","2.0474911178200172","8984"
"605","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.6053520505224905","6319"
"602","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","32","2.647268657915173","6393"
"603","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","44","2.9170262121362964","6284"
"604","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","40","2.6843454229942583","6316"
"607","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.8345827158814316","6325"
"608","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","38","2.574100928053854","6298"
"606","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","26","2.666433306931487","6378"
"567","99","99","0.6","2","2","false","0.001","BirthSelection","3","1","100","0","0","1600","0.3","1600","0","15","2.045877964553662","8974"
"611","99","99","0.6","3","1.1","false","0.001","Hierarchical","3","1","100","0","0","1600","0.3","1600","0","13","0.0698740251450974","6441"
"610","99","99","0.6","3","1.1","false","0.001","NoSelection","3","1","100","0","0","1600","0.3","1600","0","36","3.0265696775536237","6410"
