"BehaviorSpace results (NetLogo 6.2.0)"
"MultipleContactNeutralMigrat.nlogo"
"BirthSelection_pf06_hpf3-59_dd1-3_lambda2"
"05/19/2021 12:22:49:963 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","prob-frag","birth-rate-birds","birds-dispersal-distance","Video","migration-rate-birds","birds-behavior","habitat-patch-size","death-rate-birds","max-birds-species","initial-population","Deforestation-at-time","end-time","replacement-rate","Migration0-at-deforestation","[step]","birds-at-deforestation","calc-number-of-species","calc-shannon-diversity","count birds"
"75","0.6","2","2","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3308","6","1.449358051630812","3603"
"74","0.6","2","2","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3293","6","1.5806433996734688","3582"
"77","0.6","2","2","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3511","5","1.2696047797173342","3588"
"78","0.6","2","2","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3527","5","1.0369161484533622","3619"
"71","0.6","2","2","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3338","5","1.3768172976053","3630"
"73","0.6","2","2","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3284","11","1.924176285675438","3599"
"72","0.6","2","2","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3268","9","1.869612541757643","3638"
"76","0.6","2","2","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3496","5","1.1781994683466808","3662"
"80","0.6","2","2","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3468","4","1.3020886469124189","3642"
"79","0.6","2","2","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3509","7","1.7211446250155622","3651"
"85","0.6","2","3","false","0.001","BirthSelection","3","1","100","0","300","1600","0.3","true","1600","3334","5","0.8923126534368818","3496"
"83","0.6","2","3","false","0.001","BirthSelection","3","1","100","0","300","1600","0.3","true","1600","3350","7","1.8241410351762075","3484"
"82","0.6","2","3","false","0.001","BirthSelection","3","1","100","0","300","1600","0.3","true","1600","3373","5","1.18451582189681","3533"
"81","0.6","2","3","false","0.001","BirthSelection","3","1","100","0","300","1600","0.3","true","1600","3370","7","1.824516800515038","3477"
"84","0.6","2","3","false","0.001","BirthSelection","3","1","100","0","300","1600","0.3","true","1600","3371","6","1.4975526272418165","3495"
"90","0.6","2","3","false","0.001","BirthSelection","9","1","100","0","300","1600","0.3","true","1600","3361","7","1.598270177518842","3591"
"86","0.6","2","3","false","0.001","BirthSelection","9","1","100","0","300","1600","0.3","true","1600","3365","9","1.7306107435886862","3641"
"87","0.6","2","3","false","0.001","BirthSelection","9","1","100","0","300","1600","0.3","true","1600","3378","5","1.2117505144035148","3615"
"89","0.6","2","3","false","0.001","BirthSelection","9","1","100","0","300","1600","0.3","true","1600","3330","7","1.5804373424560345","3611"
"88","0.6","2","3","false","0.001","BirthSelection","9","1","100","0","300","1600","0.3","true","1600","3346","4","0.7165486755084376","3679"
"92","0.6","2","3","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3353","8","1.738958832105057","3700"
"91","0.6","2","3","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3337","5","1.1887110908710183","3685"
"93","0.6","2","3","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3330","6","1.2700239772443873","3670"
"94","0.6","2","3","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3374","5","1.4048110726014011","3686"
"95","0.6","2","3","false","0.001","BirthSelection","29","1","100","0","300","1600","0.3","true","1600","3345","4","1.2657532519878771","3710"
"96","0.6","2","3","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3587","5","1.4858219518364708","3713"
"97","0.6","2","3","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3580","7","1.4929394340788469","3742"
"98","0.6","2","3","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3595","7","1.5501496115513171","3737"
"99","0.6","2","3","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3569","6","1.4605859655988682","3703"
"100","0.6","2","3","false","0.001","BirthSelection","61","1","100","0","300","1600","0.3","true","1600","3570","5","1.1287965315831003","3672"
